mediaid,caption,likes,comments,related_player_id
1548107315180420960,"Met this guy rehabbing my ankle back in 2011. Now we got families, kids, life going 💯MPH. But Always great to catch up with you @soldbyrell. Appreciate the swing tips. #keepitsimple",501024,1001,324599988
1546176669340111855,"Shout out to @Money23Green for that DPOY award! Well deserved bro!",632481,2071,324599988
1545806934194655257,"@ayeshacurry and I are collaborating with Lin-Manuel Miranda to raise money for a coalition of immigration organizations.  We all feel strongly about supporting these important organizations fighting to protect immigrants, refugees, and asylum seekers who want to make a better life for themselves and their families. The grand prize winner will join us and Lin-Manuel at the LA opening on August 16th. We think that this will be the biggest Hamilton sweepstakes yet, but we need your help… Head over to prizeo.com/Hamilton for more details.  #ham4all  #thatgirlgood",320076,2370,324599988
1542444086437347396,"Welcome to the @UABasketball family @Josh_j11. Excited to have you on the squad. You don't need it but, good luck tomorrow!  #IWILL #TeamUA #TheFuture",504686,1620,324599988
1541069858643465372,"We gon' be Shampionship!""""",479026,1841,324599988
1541066349697090021,"A week old but man, still vibin'! #dubnation",877982,3148,324599988
1540878268658594597,"Today, Andre and I are excited to announce the launch of the inaugural The Players Technology Summit, presented by #Bloomberg. We are looking forward to bringing together top leaders in tech, VC and sports in the Bay Area in August.",516201,1143,324599988
1540179267789488646,"Wardell and Wardell II. Proud to call you pops! Thanks for showing me the way and giving me the tools I needed to keep God first, family at the forefront and occasionally hitting the power fade on the course! Bow Ya Neck! #pops",845693,2138,324599988
1539627610345285377,"He did that! Congrats @andresogward #wardkovalev2 #SOG",636099,1651,324599988
1538016610307198915,"And we Back! #2times",1112540,9617,324599988
1536103639684025132,"Glory to God!",1656609,23795,324599988
1514975085143610713,"Happy Mother's Day to these beautiful souls right here. @ayeshacurry & @sacurry22 hold me and my girls down everyday and go above and beyond to make life all it should be. They're fearfully and wonderfully made! #stronggenes",808033,11230,324599988
1511998764427828437,,403576,4477,324599988
1509698750066320314,"The UA family welcomes another champ – congrats @anthony_joshua! #IWILL",234119,2608,324599988
1506895481753536633,"My wife @ayeshacurry has been working hard to make this new venture everything and more! Make sure you guys order your meal kits from @cookhomemademeals before 11:59pm PST tonight to get in on this weeks meals. Let's eat! Link in Bio",157922,1257,324599988
1496008856139863127,"This was pretty cool. I had a great time using #beam to hang out with the kids at @EOYDC, thanks @suitabletech #telepresence #suitabletech",184479,2103,324599988
1494575478039590259,"Happy resurrection Sunday! #heisrisen",321847,2786,324599988
1491513195684070708,"As a father, there are very few things in this world that compare to the feeling of not being able to protect your children. A few years ago I took a trip with @nothingbutnetsofficial to Tanzania. I witnessed the devastating effects of malaria firsthand and that experience changed me forever. With #WorldMalariaDay right around the corner, I ask that you join me in my continued support in the fight against malaria at nothingbutnets.net/steph.",491899,2419,324599988
1490227496133531186,"Momma and daddy did alright! #nationalsiblingday @sdotcurry @sydelcurry",808417,3217,324599988
1488054696446566827,"They say the game is mental, so I partnered with @KPthrive to take you inside my mind. Comment to let me know how you #TrainTheMind.",380199,4557,324599988
1486883803477521876,"Always good to see my guy @theblurbarbosa #layupking #beepbeep",574913,1919,324599988
1486540850229715078,#afternoonactivities,152222,1410,324599988
1483221375728230910,"What's good Rook"!"""",346469,1886,324599988
1483203207613919373,"Happy bday to the newest Pops on the block. Looks like he's got the whole Dad thing figured out! Hope you enjoyed the day bro! #lobstah",216085,497,324599988
1477259017159781602,"#TBT to my Davidson days and our tourney run in ‘08.  I know my @CoachUp family remembers that feeling.  Check them out if you’re aspiring to get to the big dance someday.",586233,2500,324599988
1476998337676525811,😍,739310,4292,324599988
1476994315389316351,"So today we celebrate another year of life for my wife....@ayeshacurry you are one of a kind, my Rock. The way that you have grown this past year has been nothing short of amazing and so happy to be able to share life with you! Here's to another blessed 365! Love you. #mymarkhamting (Ps S/o to @getgritfit for the balloons)",603022,3407,324599988
1476214027893670042,"Turn my music up, I'm in my zone cc: @jblaudio 
#JBLxNBA #ad",435859,2109,324599988
1475663279715900038,"These opportunities never get old. Another chapter vs @sdotcurry #familybusiness",298714,3163,324599988
1470689641896069311,"Blessed to see another year. So many things to be thankful for! Keep growing, keep pushing, living life....Appreciate everyone who reached out today. #29 #morelife",934222,24323,324599988
1469394585045973070,"Back in the bay with my baby",848907,14125,324599988
1469391413581745336,"Amazing night with the #hamilton SF crew. #bars🔥",283633,608,324599988
1469042004570571591,"Anybody else got this 🔥🔥🔥 stuck in their head all weekend? Thanks to my man @KingBach with the assist from @BritaUSA. Check out Bach’s YouTube channel for the full music video. #StreamTeam #ad",268247,3637,324599988
1467729619280807467,"Closest thing to having our own handshake is joining me on Bubble. Check it out! Link in bio.",326160,1626,324599988
1465770695577075917,"Least I wasn't the only one! Congrats on #30k #Dirk",483890,2371,324599988
1465681295086269011,"Trying to escape the sunken place #getout",492138,6692,324599988
1465667327215013959,"Cool meeting these @CoachUp coaches in NYC! CoachUp is a growing marketplace where athletes find coaches for personalized training in 30+ sports. Take it from me, working with a great coach can help lift your game, skills and confidence to #anotherlevel. Find out how good you can be with a @CoachUp coach.",362541,612,324599988
1465283791878389437,"Homeward bound finally...in my head, the last picture was their reaction when they heard daddy was coming home today 😂 #family1st",572941,2337,324599988
1463845539929850530,"Mood when the Lord woke me up this morning. Hope you enjoyed your bday @money23green!! #gameday",476610,5238,324599988
1463461098472439259,"#NYC today was fun.Thank you to all the fans for making the exclusive @footlocker release of the LTD Gold #CURRY3Zer0 golden!",456426,1849,324599988
1461436163117813186,"Great to see the @nothingbutnetsofficial team last night. Proud to be on their team to #defeatmalaria. Join our team at nothingbutnets.net/steph",427572,1949,324599988
1461053126290979323,"Rest up brother...we will hold it down in the meantime. Prayers up! #DubNation #StrenghtInNumber",631374,5915,324599988
1459058363174222942,"Hit the link in @CoachUp's bio to download the CoachUp app and start improving your game. CoachUp can connect you with a coach for one-on-one and group lessons, camps, and more for any sport anywhere in the country.",472836,3493,324599988
1457139307428930109,"💪🏽 #DubNation",658889,3314,324599988
1455506117383669907,"#NBAAllStar Weekend was amazing! What was everyone's favorite moment? #JBLxNBA #sponsored",418202,3584,324599988
1452999409264405884,"Legend! @theofficialai3",598535,4381,324599988
1452364884259772883,"#NOLA fever",266473,1877,324599988
1451923911192955009,"I'm going to lie and say we escaped the Vampire room in 42 minutes....Mad fun though!",544210,1537,324599988
1451601757750667687,"@activedreamers just launched stuffed Pillowheads of every single All Star! One lucky person that buys a Dream Product this month will win a signed basketball by me! Follow @activedreamers for more! www.activedreamers.com #DreamBigger #Activedreamers #AllStar #NBA",306768,1710,324599988
1450364906230277895,"We think we are cool but na---Just regular people trying to live, laugh, love and grow. Nothing is perfect but when I look at you all I see is perfection!",691286,3670,324599988
1447464434016196712,"#DubNation strong in Memphis",344522,2438,324599988
1443406684533711793,"Smiles all around. Just Making sure I capture the moment right. 😁",744229,4904,324599988
1443398471457369513,#mood,185033,1770,324599988
1441208361928138406,"Yo this is hilarious man 😂😂😂😂😂",327094,2344,324599988
1441167409951820132,"Pops: you see they already posted that video of me hitting that 30ft bomb with this 🔥 tailored suit on?""""",597441,1558,324599988
1439607074069629963,"Shout out to all multi-sport athletes! I learned so much from each sport I played back in the day, but it was personalized coaching in basketball that took me to #anotherlevel. Find out how good you can be with a @CoachUp coach. What motivates you? #mondaymotivation",331594,1691,324599988
1438295606845823915,"JV #beardgang membership meeting...@jgtradition",295916,1163,324599988
1438267696655148934,"He don't care but Happy Bday to @andre. Shoot your age through 9 one time!",374195,801,324599988
1438266676541768368,"Happy Year of the Rooster!",502244,3240,324599988
1437422843703883871,"Hey guys, I’m going to be on Bubble live chatting with groups of friends— so add me to your group and I'll see you on there soon. Come with your best questions! Link in bio",296037,3532,324599988
1437371346827922634,"S/O my guy @thej5show. Keep killing. Finish strong this season bro",224309,772,324599988
1436722495516282096,"NOLA bound. #squad #dubnation",546293,2440,324599988
1435808777756228326,"Pass The Torch! #orginal30 #DCFor3",454651,1214,324599988
1435700398810890249,"Thank to my Charlotte Christian family retiring #20! Will always be a Knight!",352349,1004,324599988
1433649241246516178,"Nice W for breakfast this morning! #DubNation was out in full force. Keep it rolling",457429,2474,324599988
1431704506084686163,"Thanks to #dubnation for voting me in as a starter for this year's All-Star game in NOLA. Looking forward to reppin the West w/ KD & a few other teammates!",393331,8309,324599988
1431375035586669360,"@barackobama #44",628969,2820,324599988
1431008775036339442,"I just wanna get that foot popping love in my life....✅",597463,3293,324599988
1429326997309502091,"Honoring our President Barack Obama today on court! He embodies the inspiration, faith & hope Dr. King stood for! We R Forever Grateful! #44",293111,3858,324599988
1429306206136168535,"Everybody can be great ... because anybody can serve. You don't have to have a college degree to serve. You don't have to make your subject and verb agree to serve. You only need a heart full of grace. A soul generated by love." Thank you Dr. King!"""",367330,1598,324599988
